B0050 O:  1x 4	1        - 1        	0        - 1        	1        - 0
B0051 O:  1x 4	2        - 1        	0        - 0        	0        - 1
B0052 O:  1x 4	1        - 2        	0        - 1        	0        - 1
B0053 O:  1x 4	2        - 1        	2        - 1        	0        - 0
B0054 O:  1x 4	1        - 1        	2        - 0        	0        - 0
B0055 O:  1x 3	0        - 0        	2        - 0        	1        - 1
B0056 O:  1x 3	0        - 0        	1        - 1        	0        - 2
B0057 O:  1x 3	0        - 2        	0        - 1        	1        - 0
B0058 O:  1x 3	1        - 1        	0        - 0        	0        - 2
B0059 O:  1x 3	2        - 2        	1        - 0        	0        - 0
B0060 O:  1x 3	1        - 1        	0        - 0        	0        - 0
B0061 O:  1x 3	1        - 1        	2        - 1        	0        - 1
B0062 O:  1x 3	0        - 2        	1        - 0        	1        - 1
B0063 O:  1x 3	2        - 0        	0        - 0        	1        - 1
B0064 O:  1x 3	3        - 1        	0        - 0        	1        - 1
B0065 O:  1x 3	1        - 2        	0        - 0        	1        - 2
B0066 O:  1x 3	2        - 2        	0        - 1        	1        - 0
B0067 O:  1x 3	1        - 2        	1        - 0        	0        - 1
B0068 O:  1x 3	0        - 2        	1        - 1        	0        - 1
B0069 O:  1x 3	0        - 2        	1        - 0        	0        - 0
B0070 O:  1x 3	1        - 1        	0        - 0        	0        - 1
B0071 O:  1x 3	1        - 1        	0        - 1        	0        - 2
B0072 O:  1x 3	1        - 0        	0        - 1        	1        - 2
B0073 O:  1x 3	1        - 1        	0        - 1        	1        - 2
B0074 O:  1x 3	1        - 1        	0        - 0        	2        - 0
B0075 O:  1x 3	0        - 1        	1        - 0        	0        - 0
B0076 O:  1x 3	0        - 1        	0        - 1        	1        - 2
B0077 O:  1x 3	1        - 3        	0        - 1        	1        - 1
B0078 O:  1x 3	0        - 2        	2        - 1        	0        - 0
B0079 O:  1x 3	0        - 2        	0        - 1        	0        - 0
B0080 O:  1x 3	2        - 2        	0        - 1        	0        - 1
B0081 O:  1x 3	2        - 2        	0        - 0        	0        - 1
B0082 O:  1x 3	3        - 1        	1        - 1        	0        - 0
B0083 O:  1x 3	1        - 1        	3        - 1        	0        - 0
B0084 O:  1x 3	1        - 1        	0        - 1        	1        - 3
B0085 O:  1x 3	2        - 1        	0        - 0        	1        - 2
B0086 O:  1x 3	0        - 1        	0        - 0        	1        - 1
B0087 O:  1x 3	1        - 1        	1        - 0        	0        - 2
B0088 O:  1x 3	0        - 1        	2        - 2        	0        - 0
B0089 O:  1x 3	1        - 0        	1        - 1        	1        - 3
B0090 O:  1x 3	3        - 1        	0        - 1        	1        - 1
B0091 O:  1x 3	2        - 1        	1        - 0        	0        - 1
B0092 O:  1x 3	1        - 1        	1        - 0        	1        - 3
B0093 O:  1x 3	1        - 3        	1        - 1        	0        - 0
B0094 O:  1x 3	1        - 0        	1        - 1        	0        - 2
B0095 O:  1x 3	1        - 0        	0        - 0        	1        - 1
B0096 O:  1x 3	0        - 2        	1        - 0        	1        - 0
B0097 O:  1x 3	3        - 0        	0        - 1        	1        - 1
B0098 O:  1x 3	1        - 3        	1        - 1        	1        - 0
B0099 O:  1x 3	2        - 1        	0        - 1        	0        - 2
B0100 O:  1x 3	1        - 0        	2        - 1        	0        - 1
B0101 O:  1x 3	0        - 0        	1        - 1        	1        - 3
B0102 O:  1x 3	1        - 3        	0        - 0        	1        - 1
B0103 O:  1x 2	3        - 1        	0        - 1        	1        - 0
B0104 O:  1x 2	0        - 0        	0        - 1        	0        - 2
B0105 O:  1x 2	0        - 0        	0        - 1        	2        - 2
B0106 O:  1x 2	2        - 0        	0        - 1        	0        - 0
B0107 O:  1x 2	1        - 2        	0        - 0        	2        - 0
B0108 O:  1x 2	1        - 1        	0        - 0        	1        - 3
B0109 O:  1x 2	1        - 0        	3        - 1        	1        - 1
B0110 O:  1x 2	0        - 1        	2        - 0        	0        - 0
B0111 O:  1x 2	0        - 0        	1        - 1        	1        - 2
B0112 O:  1x 2	0        - 0        	2        - 2        	0        - 1
B0113 O:  1x 2	1        - 0        	0        - 1        	0        - 2
B0114 O:  1x 2	3        - 0        	1        - 1        	0        - 0
B0115 O:  1x 2	3        - 1        	0        - 0        	1        - 0
B0116 O:  1x 2	1        - 1        	2        - 0        	0        - 1
B0117 O:  1x 2	3        - 0        	0        - 0        	1        - 1
B0118 O:  1x 2	1        - 2        	0        - 1        	0        - 2
B0119 O:  1x 2	0        - 2        	0        - 0        	1        - 2
B0120 O:  1x 2	1        - 2        	0        - 2        	0        - 0
B0121 O:  1x 2	0        - 0        	2        - 1        	0        - 2
B0122 O:  1x 2	2        - 1        	0        - 1        	1        - 0
B0123 O:  1x 2	1        - 1        	0        - 1        	0        - 1
B0124 O:  1x 2	2        - 2        	0        - 0        	0        - 0
B0125 O:  1x 2	1        - 1        	3        - 0        	0        - 0
B0126 O:  1x 2	0        - 2        	1        - 2        	0        - 0
B0127 O:  1x 2	1        - 0        	0        - 1        	0        - 0
B0128 O:  1x 2	1        - 2        	0        - 0        	0        - 2
B0129 O:  1x 2	0        - 1        	2        - 1        	1        - 0
B0130 O:  1x 2	0        - 0        	3        - 1        	1        - 1
B0131 O:  1x 2	0        - 0        	3        - 0        	1        - 1
B0132 O:  1x 2	0        - 0        	2        - 0        	1        - 0
B0133 O:  1x 2	0        - 3        	1        - 1        	1        - 0
B0134 O:  1x 2	0        - 1        	1        - 1        	1        - 3
B0135 O:  1x 2	0        - 1        	0        - 1        	0        - 2
B0136 O:  1x 2	0        - 1        	0        - 0        	1        - 0
B0137 O:  1x 2	1        - 3        	0        - 1        	1        - 0
B0138 O:  1x 2	0        - 0        	1        - 2        	0        - 2
B0139 O:  1x 2	2        - 2        	1        - 0        	0        - 1
B0140 O:  1x 2	2        - 1        	0        - 0        	0        - 2
B0141 O:  1x 2	3        - 2        	1        - 1        	0        - 0
B0142 O:  1x 2	1        - 2        	0        - 0        	2        - 1
B0143 O:  1x 2	3        - 2        	0        - 0        	1        - 1
B0144 O:  1x 2	3        - 1        	0        - 0        	0        - 0
B0145 O:  1x 2	0        - 1        	1        - 0        	1        - 0
B0146 O:  1x 2	2        - 1        	2        - 0        	0        - 0
B0147 O:  1x 2	0        - 1        	2        - 1        	0        - 1
B0148 O:  1x 2	1        - 1        	0        - 2        	0        - 0
B0149 O:  1x 2	1        - 3        	0        - 0        	1        - 0
B0150 O:  1x 2	0        - 0        	3        - 1        	1        - 0
B0151 O:  1x 2	0        - 2        	0        - 0        	0        - 1
B0152 O:  1x 2	0        - 1        	3        - 1        	1        - 0
B0153 O:  1x 2	2        - 0        	2        - 1        	0        - 0
B0154 O:  1x 2	3        - 2        	0        - 1        	1        - 1
B0155 O:  1x 2	3        - 1        	0        - 1        	0        - 0
B0156 O:  1x 2	2        - 0        	0        - 1        	0        - 1
B0157 O:  1x 2	1        - 0        	3        - 0        	1        - 1
B0158 O:  1x 2	0        - 2        	0        - 1        	0        - 1
B0159 O:  1x 2	2        - 1        	0        - 2        	0        - 0
B0160 O:  1x 2	1        - 0        	3        - 1        	0        - 0
B0161 O:  1x 2	0        - 1        	0        - 0        	2        - 2
B0162 O:  1x 2	0        - 1        	2        - 0        	1        - 0
B0163 O:  1x 2	1        - 1        	3        - 1        	0        - 1
B0164 O:  1x 2	1        - 0        	0        - 1        	1        - 3
B0165 O:  1x 2	1        - 1        	0        - 3        	0        - 0
B0166 O:  1x 2	0        - 0        	0        - 0        	2        - 1
B0167 O:  1x 2	0        - 3        	0        - 1        	1        - 1
B0168 O:  1x 2	3        - 1        	1        - 0        	0        - 0
B0169 O:  1x 2	0        - 2        	0        - 0        	0        - 0
B0170 O:  1x 2	1        - 0        	0        - 0        	2        - 1
B0171 O:  1x 2	0        - 0        	2        - 2        	0        - 0
B0172 O:  1x 2	1        - 0        	1        - 0        	1        - 3
B0173 O:  1x 2	0        - 2        	0        - 0        	2        - 1
B0174 O:  1x 2	0        - 0        	0        - 2        	1        - 2
B0175 O:  1x 2	1        - 3        	0        - 1        	0        - 0
B0176 O:  1x 2	0        - 0        	1        - 0        	2        - 2
B0177 O:  1x 2	0        - 1        	1        - 2        	0        - 0
B0178 O:  1x 2	0        - 1        	1        - 3        	0        - 0
B0179 O:  1x 2	1        - 3        	1        - 0        	0        - 0
B0180 O:  1x 2	1        - 1        	3        - 0        	1        - 1
B0181 O:  1x 2	0        - 0        	0        - 1        	3        - 0
B0182 O:  1x 2	3        - 1        	0        - 0        	0        - 1
B0183 O:  1x 2	2        - 1        	0        - 1        	1        - 2
B0184 O:  1x 2	0        - 2        	0        - 1        	1        - 2
B0185 O:  1x 2	1        - 1        	2        - 1        	0        - 2
B0186 O:  1x 2	0        - 3        	0        - 0        	1        - 1
B0187 O:  1x 2	0        - 1        	3        - 1        	0        - 0
B0188 O:  1x 2	0        - 0        	3        - 1        	0        - 0
B0189 O:  1x 2	1        - 2        	2        - 1        	0        - 1
B0190 O:  1x 2	1        - 3        	1        - 1        	0        - 1
B0191 O:  1x 2	3        - 0        	1        - 1        	0        - 1
B0192 O:  1x 2	3        - 0        	0        - 1        	1        - 0
B0193 O:  1x 2	2        - 3        	0        - 0        	1        - 1
B0194 O:  1x 2	2        - 2        	0        - 1        	1        - 2
B0195 O:  1x 2	3        - 0        	0        - 1        	0        - 0
B0196 O:  1x 2	1        - 3        	0        - 0        	0        - 0
B0197 O:  1x 2	3        - 2        	0        - 1        	1        - 0
B0198 O:  1x 2	0        - 0        	1        - 2        	0        - 0
B0199 O:  1x 2	1        - 2        	0        - 1        	1        - 2
B0200 O:  1x 2	0        - 1        	2        - 0        	0        - 1
B0201 O:  1x 2	2        - 2        	2        - 1        	0        - 0
B0202 O:  1x 2	2        - 1        	0        - 1        	1        - 3
B0203 O:  1x 2	0        - 1        	1        - 0        	1        - 3
B0204 O:  1x 2	2        - 0        	0        - 0        	1        - 0
B0205 O:  1x 2	2        - 1        	3        - 1        	0        - 0
B0206 O:  1x 2	1        - 2        	2        - 0        	0        - 0
B0207 O:  1x 2	1        - 0        	3        - 1        	0        - 1
B0208 O:  1x 2	2        - 2        	1        - 1        	0        - 1
B0209 O:  1x 2	1        - 3        	1        - 0        	1        - 0
B0210 O:  1x 2	3        - 1        	2        - 1        	0        - 0
B0211 O:  1x 2	1        - 3        	0        - 0        	2        - 1
B0212 O:  1x 2	2        - 0        	0        - 1        	1        - 2
B0213 O:  1x 2	0        - 2        	2        - 1        	0        - 1
B0214 O:  1x 2	2        - 3        	1        - 1        	0        - 0
B0215 O:  1x 2	2        - 1        	0        - 1        	0        - 1
B0216 O:  1x 2	1        - 3        	2        - 1        	0        - 0
B0217 O:  1x 2	2        - 3        	0        - 1        	1        - 1
B0218 O:  1x 2	0        - 0        	0        - 0        	3        - 1
B0219 O:  1x 2	1        - 2        	3        - 1        	0        - 0
B0220 O:  1x 2	3        - 0        	0        - 0        	1        - 0
B0221 O:  1x 2	0        - 1        	0        - 0        	3        - 1
B0222 O:  1x 2	3        - 2        	0        - 0        	1        - 0
B0223 O:  1x 2	2        - 1        	1        - 0        	0        - 2
B0224 O:  1x 2	1        - 0        	2        - 1        	1        - 3
B0225 O:  1x 2	0        - 3        	1        - 1        	0        - 0
B0226 O:  1x 2	0        - 0        	1        - 3        	0        - 0
B0227 O:  1x 2	1        - 3        	0        - 1        	0        - 1
B0228 O:  1x 2	0        - 3        	1        - 1        	1        - 1
B0229 O:  1x 2	0        - 2        	2        - 0        	1        - 0
B0230 O:  1x 2	2        - 2        	0        - 1        	0        - 2
B0231 O:  1x 2	1        - 0        	0        - 1        	2        - 2
B0232 O:  1x 2	3        - 0        	1        - 0        	0        - 0
B0233 O:  1x 2	1        - 1        	0        - 0        	2        - 3
B0234 O:  1x 2	0        - 2        	2        - 1        	1        - 0
B0235 O:  1x 2	1        - 2        	0        - 1        	1        - 3
B0236 O:  1x 2	2        - 3        	1        - 1        	1        - 0
B0237 O:  1x 2	2        - 1        	2        - 0        	0        - 1
B0238 O:  1x 2	1        - 3        	1        - 2        	0        - 0
B0239 O:  1x 2	0        - 1        	0        - 0        	0        - 2
B0240 O:  1x 2	1        - 2        	1        - 0        	1        - 3
B0241 O:  1x 2	3        - 1        	0        - 1        	0        - 1
B0242 O:  1x 2	2        - 3        	1        - 1        	0        - 1
B0243 O:  1x 2	0        - 0        	3        - 0        	1        - 0
B0244 O:  1x 2	0        - 0        	1        - 1        	2        - 3
B0245 O:  1x 2	2        - 2        	0        - 0        	1        - 2
B0246 O:  1x 2	2        - 1        	1        - 0        	1        - 3
B0247 O:  1x 2	0        - 0        	1        - 0        	1        - 3
B0248 O:  1x 2	1        - 0        	1        - 1        	0        - 3
B0249 O:  1x 2	0        - 0        	3        - 1        	0        - 1
B0250 O:  1x 2	1        - 0        	0        - 3        	0        - 0
B0251 O:  1x 2	1        - 0        	3        - 0        	0        - 0
B0252 O:  1x 2	0        - 1        	1        - 0        	0        - 2
B0253 O:  1x 2	1        - 3        	0        - 0        	0        - 1
B0254 O:  1x 2	0        - 3        	0        - 1        	1        - 0
B0255 O:  1x 2	1        - 2        	2        - 0        	0        - 1
B0256 O:  1x 2	2        - 1        	0        - 3        	0        - 0
B0257 O:  1x 1	0        - 3        	1        - 1        	2        - 0
B0258 O:  1x 1	3        - 1        	0        - 1        	2        - 2
B0259 O:  1x 1	0        - 2        	2        - 0        	0        - 1
B0260 O:  1x 1	0        - 2        	3        - 1        	1        - 0
B0261 O:  1x 1	0        - 0        	3        - 1        	1        - 2
B0262 O:  1x 1	3        - 2        	1        - 0        	1        - 0
B0263 O:  1x 1	0        - 2        	2        - 1        	0        - 2
B0264 O:  1x 1	3        - 2        	1        - 0        	1        - 1
B0265 O:  1x 1	2        - 1        	3        - 2        	0        - 0
B0266 O:  1x 1	2        - 1        	3        - 1        	0        - 1
B0267 O:  1x 1	0        - 0        	3        - 2        	2        - 0
B0268 O:  1x 1	0        - 1        	3        - 1        	2        - 0
B0269 O:  1x 1	0        - 0        	2        - 2        	0        - 2
B0270 O:  1x 1	2        - 2        	0        - 2        	0        - 0
B0271 O:  1x 1	2        - 1        	1        - 3        	0        - 0
B0272 O:  1x 1	1        - 0        	2        - 1        	0        - 2
B0273 O:  1x 1	0        - 1        	0        - 3        	1        - 0
B0274 O:  1x 1	0        - 1        	3        - 2        	0        - 1
B0275 O:  1x 1	2        - 1        	0        - 2        	0        - 2
B0276 O:  1x 1	2        - 1        	2        - 1        	0        - 2
B0277 O:  1x 1	1        - 2        	0        - 3        	0        - 1
B0278 O:  1x 1	1        - 0        	1        - 2        	1        - 3
B0279 O:  1x 1	1        - 0        	0        - 1        	2        - 3
B0280 O:  1x 1	1        - 1        	0        - 4        	1        - 1
B0281 O:  1x 1	1        - 0        	0        - 0        	3        - 1
B0282 O:  1x 1	1        - 1        	1        - 0        	4        - 0
B0283 O:  1x 1	2        - 1        	1        - 1        	1        - 3
B0284 O:  1x 1	1        - 2        	1        - 1        	1        - 3
B0285 O:  1x 1	1        - 1        	1        - 0        	2        - 3
B0286 O:  1x 1	1        - 1        	1        - 2        	0        - 3
B0287 O:  1x 1	0        - 2        	1        - 0        	2        - 0
B0288 O:  1x 1	0        - 0        	0        - 3        	0        - 1
B0289 O:  1x 1	3        - 1        	0        - 0        	2        - 2
B0290 O:  1x 1	1        - 2        	2        - 0        	1        - 3
B0291 O:  1x 1	2        - 2        	2        - 1        	0        - 1
B0292 O:  1x 1	0        - 0        	2        - 1        	3        - 0
B0293 O:  1x 1	3        - 1        	0        - 1        	2        - 0
B0294 O:  1x 1	0        - 2        	2        - 2        	0        - 1
B0295 O:  1x 1	1        - 0        	1        - 0        	4        - 1
B0296 O:  1x 1	3        - 0        	0        - 2        	0        - 0
B0297 O:  1x 1	0        - 1        	0        - 0        	3        - 0
B0298 O:  1x 1	1        - 2        	1        - 1        	0        - 2
B0299 O:  1x 1	0        - 0        	1        - 3        	0        - 1
B0300 O:  1x 1	0        - 3        	0        - 2        	1        - 1
B0301 O:  1x 1	2        - 0        	3        - 0        	0        - 0
B0302 O:  1x 1	3        - 2        	0        - 1        	2        - 0
B0303 O:  1x 1	1        - 1        	1        - 4        	0        - 0
B0304 O:  1x 1	1        - 1        	0        - 4        	1        - 0
B0305 O:  1x 1	1        - 2        	2        - 2        	0        - 0
B0306 O:  1x 1	0        - 0        	1        - 0        	3        - 0
B0307 O:  1x 1	2        - 2        	0        - 0        	3        - 1
B0308 O:  1x 1	0        - 2        	0        - 1        	2        - 2
B0309 O:  1x 1	1        - 1        	0        - 3        	1        - 3
B0310 O:  1x 1	1        - 0        	2        - 2        	1        - 3
B0311 O:  1x 1	1        - 1        	1        - 3        	0        - 0
B0312 O:  1x 1	2        - 1        	2        - 1        	0        - 1
B0313 O:  1x 1	0        - 0        	2        - 1        	2        - 3
B0314 O:  1x 1	0        - 0        	3        - 0        	2        - 2
B0315 O:  1x 1	0        - 1        	3        - 0        	2        - 0
B0316 O:  1x 1	1        - 2        	3        - 1        	0        - 2
B0317 O:  1x 1	1        - 2        	3        - 0        	0        - 1
B0318 O:  1x 1	1        - 3        	2        - 1        	1        - 0
B0319 O:  1x 1	4        - 1        	1        - 0        	1        - 1
B0320 O:  1x 1	3        - 1        	0        - 2        	0        - 1
B0321 O:  1x 1	3        - 0        	1        - 1        	1        - 0
B0322 O:  1x 1	0        - 1        	1        - 1        	0        - 2
B0323 O:  1x 1	0        - 0        	0        - 1        	4        - 1
B0324 O:  1x 1	2        - 2        	0        - 3        	0        - 1
B0325 O:  1x 1	0        - 1        	3        - 0        	0        - 1
B0326 O:  1x 1	3        - 1        	0        - 0        	2        - 0
B0327 O:  1x 1	0        - 2        	3        - 0        	0        - 1
B0328 O:  1x 1	2        - 3        	2        - 0        	1        - 0
B0329 O:  1x 1	1        - 3        	3        - 0        	1        - 1
B0330 O:  1x 1	1        - 0        	1        - 0        	2        - 3
B0331 O:  1x 1	2        - 0        	1        - 1        	1        - 3
B0332 O:  1x 1	0        - 2        	2        - 0        	0        - 0
B0333 O:  1x 1	1        - 3        	0        - 1        	2        - 2
B0334 O:  1x 1	0        - 1        	0        - 0        	2        - 0
B0335 O:  1x 1	3        - 2        	0        - 0        	2        - 2
B0336 O:  1x 1	0        - 1        	0        - 1        	3        - 0
B0337 O:  1x 1	1        - 0        	1        - 1        	2        - 3
B0338 O:  1x 1	0        - 3        	2        - 0        	0        - 0
B0339 O:  1x 1	1        - 2        	0        - 0        	3        - 1
B0340 O:  1x 1	0        - 0        	0        - 0        	4        - 0
B0341 O:  1x 1	1        - 2        	0        - 0        	2        - 2
B0342 O:  1x 1	0        - 2        	3        - 0        	2        - 1
B0343 O:  1x 1	2        - 1        	1        - 1        	0        - 2
B0344 O:  1x 1	1        - 0        	3        - 0        	1        - 0
B0345 O:  1x 1	1        - 0        	2        - 2        	0        - 0
B0346 O:  1x 1	2        - 3        	1        - 0        	2        - 1
B0347 O:  1x 1	0        - 0        	0        - 3        	1        - 1
B0348 O:  1x 1	3        - 3        	0        - 1        	1        - 1
B0349 O:  1x 1	0        - 2        	2        - 2        	0        - 0
B0350 O:  1x 1	2        - 0        	0        - 1        	2        - 3
B0351 O:  1x 1	1        - 3        	0        - 1        	3        - 0
B0352 O:  1x 1	1        - 3        	0        - 0        	3        - 1
B0353 O:  1x 1	1        - 2        	1        - 1        	0        - 3
B0354 O:  1x 1	1        - 2        	0        - 3        	1        - 0
B0355 O:  1x 1	3        - 3        	1        - 1        	0        - 1
B0356 O:  1x 1	0        - 0        	1        - 1        	3        - 0
B0357 O:  1x 1	1        - 1        	1        - 1        	0        - 3
B0358 O:  1x 1	0        - 2        	0        - 1        	3        - 2
B0359 O:  1x 1	2        - 0        	3        - 1        	1        - 0
B0360 O:  1x 1	1        - 1        	1        - 1        	1        - 3
B0361 O:  1x 1	0        - 0        	0        - 3        	0        - 0
B0362 O:  1x 1	1        - 1        	3        - 0        	0        - 1
B0363 O:  1x 1	0        - 0        	3        - 0        	0        - 2
B0364 O:  1x 1	0        - 2        	0        - 0        	3        - 0
B0365 O:  1x 1	2        - 1        	0        - 4        	1        - 1
B0366 O:  1x 1	3        - 2        	1        - 0        	0        - 1
B0367 O:  1x 1	3        - 2        	0        - 0        	2        - 1
B0368 O:  1x 1	3        - 3        	0        - 0        	1        - 0
B0369 O:  1x 1	1        - 0        	0        - 3        	0        - 2
B0370 O:  1x 1	0        - 2        	1        - 0        	0        - 2
B0371 O:  1x 1	0        - 2        	0        - 1        	2        - 0
B0372 O:  1x 1	1        - 3        	3        - 1        	0        - 0
B0373 O:  1x 1	1        - 2        	1        - 0        	0        - 2
B0374 O:  1x 1	3        - 0        	2        - 1        	0        - 2
B0375 O:  1x 1	0        - 2        	2        - 0        	1        - 3
B0376 O:  1x 1	1        - 1        	2        - 1        	1        - 3
B0377 O:  1x 1	1        - 0        	2        - 4        	1        - 1
B0378 O:  1x 1	0        - 0        	1        - 1        	4        - 2
B0379 O:  1x 1	1        - 1        	0        - 1        	4        - 1
B0380 O:  1x 1	0        - 1        	2        - 3        	0        - 0
B0381 O:  1x 1	0        - 1        	1        - 2        	0        - 3
B0382 O:  1x 1	0        - 1        	3        - 0        	2        - 1
B0383 O:  1x 1	2        - 1        	0        - 3        	0        - 2
B0384 O:  1x 1	0        - 0        	1        - 0        	0        - 2
B0385 O:  1x 1	4        - 1        	1        - 1        	0        - 0
B0386 O:  1x 1	4        - 2        	1        - 0        	1        - 1
B0387 O:  1x 1	1        - 0        	0        - 3        	0        - 1
B0388 O:  1x 1	1        - 1        	0        - 0        	3        - 3
B0389 O:  1x 1	1        - 3        	0        - 3        	1        - 0
B0390 O:  1x 1	1        - 0        	3        - 1        	1        - 3
B0391 O:  1x 1	0        - 1        	0        - 1        	2        - 2
B0392 O:  1x 1	0        - 2        	3        - 2        	0        - 0
B0393 O:  1x 1	4        - 1        	1        - 1        	2        - 0
B0394 O:  1x 1	0        - 3        	0        - 1        	2        - 1
B0395 O:  1x 1	0        - 3        	0        - 1        	2        - 2
B0396 O:  1x 1	3        - 1        	1        - 0        	0        - 1
B0397 O:  1x 1	1        - 2        	3        - 2        	0        - 0
B0398 O:  1x 1	0        - 2        	1        - 0        	0        - 1
B0399 O:  1x 1	0        - 0        	0        - 1        	3        - 1
B0400 O:  1x 1	3        - 1        	1        - 2        	0        - 0
B0401 O:  1x 1	1        - 3        	2        - 0        	1        - 0
B0402 O:  1x 1	1        - 0        	2        - 2        	0        - 3
B0403 O:  1x 1	2        - 2        	3        - 0        	1        - 1
B0404 O:  1x 1	2        - 1        	0        - 1        	4        - 1
B0405 O:  1x 1	2        - 4        	2        - 1        	1        - 1
B0406 O:  1x 1	1        - 3        	2        - 0        	0        - 1
B0407 O:  1x 1	1        - 1        	0        - 0        	3        - 0
B0408 O:  1x 1	1        - 0        	0        - 1        	4        - 1
B0409 O:  1x 1	1        - 1        	3        - 1        	1        - 0
B0410 O:  1x 1	2        - 0        	3        - 1        	0        - 1
B0411 O:  1x 1	2        - 0        	0        - 0        	2        - 3
B0412 O:  1x 1	1        - 1        	3        - 2        	0        - 0
B0413 O:  1x 1	1        - 3        	0        - 2        	1        - 0
B0414 O:  1x 1	0        - 1        	0        - 1        	4        - 1
B0415 O:  1x 1	1        - 1        	1        - 1        	5        - 0
B0416 O:  1x 1	0        - 3        	1        - 0        	0        - 1
B0417 O:  1x 1	0        - 1        	3        - 2        	1        - 0
B0418 O:  1x 1	2        - 2        	1        - 1        	0        - 3
B0419 O:  1x 1	1        - 1        	2        - 2        	0        - 3
B0420 O:  1x 1	3        - 0        	0        - 0        	0        - 2
B0421 O:  1x 1	0        - 3        	2        - 2        	0        - 0
B0422 O:  1x 1	1        - 2        	1        - 0        	0        - 3
B0423 O:  1x 1	0        - 1        	2        - 2        	0        - 1
B0424 O:  1x 1	1        - 0        	0        - 0        	3        - 0
B0425 O:  1x 1	2        - 3        	0        - 0        	3        - 1
B0426 O:  1x 1	0        - 2        	0        - 3        	1        - 0
B0427 O:  1x 1	2        - 1        	0        - 2        	0        - 1
B0428 O:  1x 1	3        - 2        	2        - 2        	0        - 0
B0429 O:  1x 1	0        - 0        	0        - 0        	3        - 0
B0430 O:  1x 1	1        - 0        	3        - 1        	1        - 0
B0431 O:  1x 1	3        - 3        	0        - 1        	1        - 0
B0432 O:  1x 1	3        - 3        	0        - 1        	0        - 0
B0433 O:  1x 1	3        - 2        	2        - 1        	0        - 1
B0434 O:  1x 1	2        - 3        	0        - 0        	2        - 0
B0435 O:  1x 1	1        - 0        	0        - 3        	1        - 3
B0436 O:  1x 1	0        - 0        	3        - 2        	0        - 2
