B0135 O:  1x 6	2        - 2        	3        - 3        	1        - 3
B0136 O:  1x 6	3        - 3        	5        - 2        	3        - 3
B0137 O:  1x 6	2        - 3        	3        - 3        	3        - 2
B0138 O:  1x 6	2        - 2        	2        - 4        	2        - 2
B0139 O:  1x 6	3        - 3        	1        - 4        	2        - 2
B0140 O:  1x 6	3        - 3        	2        - 3        	4        - 4
B0141 O:  1x 6	3        - 2        	3        - 3        	3        - 2
B0142 O:  1x 6	2        - 2        	3        - 3        	1        - 2
B0143 O:  1x 6	4        - 2        	4        - 4        	3        - 3
B0144 O:  1x 6	4        - 2        	3        - 3        	4        - 4
B0145 O:  1x 6	3        - 3        	3        - 3        	3        - 5
B0146 O:  1x 6	4        - 4        	2        - 2        	3        - 2
B0147 O:  1x 6	3        - 3        	3        - 2        	4        - 2
B0148 O:  1x 6	2        - 2        	4        - 1        	3        - 3
B0149 O:  1x 6	3        - 3        	3        - 3        	2        - 5
B0150 O:  1x 6	3        - 3        	2        - 3        	2        - 1
B0151 O:  1x 6	1        - 2        	2        - 2        	3        - 3
B0152 O:  1x 6	3        - 3        	1        - 2        	3        - 2
B0153 O:  1x 6	4        - 4        	2        - 3        	2        - 2
B0154 O:  1x 6	3        - 2        	3        - 3        	4        - 2
B0155 O:  1x 6	2        - 2        	3        - 3        	1        - 4
B0156 O:  1x 6	2        - 2        	3        - 4        	3        - 3
B0157 O:  1x 6	2        - 1        	2        - 3        	3        - 3
B0158 O:  1x 6	2        - 4        	2        - 2        	2        - 2
B0159 O:  1x 6	4        - 4        	2        - 2        	4        - 4
B0160 O:  1x 6	3        - 3        	4        - 4        	2        - 1
B0161 O:  1x 6	4        - 4        	3        - 3        	4        - 2
B0162 O:  1x 6	3        - 3        	3        - 2        	2        - 1
B0163 O:  1x 6	3        - 2        	3        - 3        	3        - 1
B0164 O:  1x 6	3        - 3        	3        - 2        	3        - 1
B0165 O:  1x 6	3        - 5        	3        - 3        	3        - 3
B0166 O:  1x 6	3        - 1        	3        - 3        	4        - 4
B0167 O:  1x 6	3        - 1        	4        - 4        	3        - 3
B0168 O:  1x 6	1        - 3        	2        - 2        	2        - 2
B0169 O:  1x 6	3        - 3        	2        - 4        	3        - 2
B0170 O:  1x 6	4        - 4        	3        - 3        	4        - 4
B0171 O:  1x 6	1        - 2        	2        - 2        	2        - 2
B0172 O:  1x 6	3        - 2        	2        - 2        	2        - 2
B0173 O:  1x 6	2        - 3        	4        - 4        	3        - 3
B0174 O:  1x 6	2        - 1        	4        - 4        	3        - 3
B0175 O:  1x 6	2        - 2        	2        - 3        	3        - 2
B0176 O:  1x 6	2        - 2        	3        - 2        	4        - 4
B0177 O:  1x 6	2        - 2        	4        - 2        	2        - 2
B0178 O:  1x 6	4        - 4        	3        - 2        	2        - 2
B0179 O:  1x 6	3        - 2        	3        - 3        	2        - 1
B0180 O:  1x 6	3        - 3        	2        - 3        	3        - 1
B0181 O:  1x 6	3        - 3        	1        - 3        	3        - 2
B0182 O:  1x 5	2        - 2        	2        - 5        	3        - 3
B0183 O:  1x 5	2        - 2        	2        - 3        	4        - 4
B0184 O:  1x 5	3        - 3        	4        - 2        	3        - 2
B0185 O:  1x 5	2        - 1        	3        - 2        	3        - 3
B0186 O:  1x 5	3        - 0        	3        - 3        	2        - 2
B0187 O:  1x 5	5        - 3        	3        - 3        	3        - 3
B0188 O:  1x 5	4        - 1        	4        - 4        	3        - 3
B0189 O:  1x 5	3        - 3        	2        - 5        	2        - 2
B0190 O:  1x 5	4        - 4        	2        - 4        	3        - 3
B0191 O:  1x 5	3        - 3        	2        - 4        	4        - 4
B0192 O:  1x 5	2        - 2        	4        - 4        	4        - 2
B0193 O:  1x 5	2        - 1        	3        - 3        	4        - 4
B0194 O:  1x 5	3        - 4        	2        - 2        	3        - 3
B0195 O:  1x 5	2        - 2        	3        - 3        	4        - 1
B0196 O:  1x 5	2        - 2        	3        - 3        	2        - 4
B0197 O:  1x 5	4        - 4        	4        - 2        	3        - 3
B0198 O:  1x 5	3        - 3        	4        - 2        	4        - 4
B0199 O:  1x 5	3        - 3        	3        - 1        	3        - 2
B0200 O:  1x 5	3        - 3        	2        - 2        	5        - 3
B0201 O:  1x 5	1        - 2        	3        - 3        	3        - 3
B0202 O:  1x 5	3        - 2        	1        - 2        	3        - 3
B0203 O:  1x 5	3        - 2        	2        - 1        	3        - 3
B0204 O:  1x 5	2        - 2        	2        - 2        	4        - 3
B0205 O:  1x 5	2        - 3        	3        - 2        	3        - 3
B0206 O:  1x 5	2        - 1        	3        - 3        	4        - 2
B0207 O:  1x 5	2        - 1        	3        - 3        	3        - 1
B0208 O:  1x 5	2        - 3        	2        - 3        	3        - 3
B0209 O:  1x 5	3        - 3        	3        - 3        	3        - 0
B0210 O:  1x 5	4        - 1        	3        - 3        	3        - 2
B0211 O:  1x 5	2        - 4        	4        - 4        	3        - 3
B0212 O:  1x 5	3        - 0        	2        - 2        	3        - 3
B0213 O:  1x 5	3        - 3        	2        - 2        	1        - 4
B0214 O:  1x 5	4        - 1        	3        - 3        	4        - 4
B0215 O:  1x 5	2        - 2        	4        - 1        	2        - 2
B0216 O:  1x 5	3        - 3        	3        - 4        	2        - 2
B0217 O:  1x 5	2        - 2        	3        - 3        	3        - 4
B0218 O:  1x 5	5        - 2        	2        - 2        	3        - 3
B0219 O:  1x 5	2        - 1        	3        - 3        	2        - 1
B0220 O:  1x 5	3        - 3        	5        - 2        	2        - 2
B0221 O:  1x 5	3        - 2        	2        - 2        	4        - 4
B0222 O:  1x 5	3        - 1        	3        - 3        	3        - 2
B0223 O:  1x 5	2        - 4        	3        - 3        	3        - 2
B0224 O:  1x 5	2        - 2        	2        - 1        	3        - 2
B0225 O:  1x 5	2        - 2        	3        - 5        	3        - 3
B0226 O:  1x 5	4        - 3        	2        - 2        	3        - 3
B0227 O:  1x 5	3        - 4        	3        - 3        	2        - 2
B0228 O:  1x 5	2        - 3        	3        - 3        	4        - 4
B0229 O:  1x 5	3        - 3        	2        - 1        	2        - 1
B0230 O:  1x 5	4        - 2        	3        - 3        	3        - 1
B0231 O:  1x 5	2        - 1        	4        - 4        	2        - 2
B0232 O:  1x 5	4        - 4        	2        - 2        	4        - 2
B0233 O:  1x 5	1        - 2        	3        - 3        	3        - 2
B0234 O:  1x 5	2        - 2        	3        - 2        	3        - 2
B0235 O:  1x 5	2        - 2        	2        - 3        	4        - 2
B0236 O:  1x 5	2        - 1        	2        - 2        	3        - 2
B0237 O:  1x 5	3        - 3        	3        - 3        	5        - 1
B0238 O:  1x 5	4        - 2        	3        - 3        	4        - 2
B0239 O:  1x 5	1        - 4        	2        - 2        	3        - 3
B0240 O:  1x 5	3        - 3        	3        - 5        	2        - 2
B0241 O:  1x 5	4        - 4        	3        - 3        	2        - 1
B0242 O:  1x 5	3        - 2        	4        - 4        	2        - 2
B0243 O:  1x 5	3        - 3        	2        - 1        	4        - 4
B0244 O:  1x 5	4        - 4        	2        - 1        	3        - 3
B0245 O:  1x 5	2        - 2        	5        - 2        	3        - 3
B0246 O:  1x 5	3        - 3        	0        - 3        	3        - 3
B0247 O:  1x 5	2        - 2        	2        - 3        	3        - 1
B0248 O:  1x 5	3        - 3        	2        - 2        	2        - 3
B0249 O:  1x 5	2        - 1        	1        - 2        	3        - 3
B0250 O:  1x 5	3        - 3        	3        - 3        	0        - 3
B0251 O:  1x 5	2        - 2        	2        - 1        	4        - 4
B0252 O:  1x 5	3        - 3        	2        - 4        	4        - 2
B0253 O:  1x 5	4        - 1        	2        - 2        	2        - 2
B0254 O:  1x 5	2        - 2        	1        - 2        	3        - 2
B0255 O:  1x 5	3        - 3        	2        - 2        	3        - 4
B0256 O:  1x 5	2        - 4        	2        - 3        	3        - 3
B0257 O:  1x 5	4        - 3        	3        - 3        	2        - 2
B0258 O:  1x 5	3        - 1        	3        - 3        	4        - 2
B0259 O:  1x 5	2        - 2        	3        - 3        	5        - 2
B0260 O:  1x 5	3        - 2        	1        - 3        	3        - 3
B0261 O:  1x 5	2        - 2        	5        - 3        	3        - 3
B0262 O:  1x 5	3        - 3        	5        - 3        	2        - 2
B0263 O:  1x 5	2        - 2        	4        - 4        	2        - 1
B0264 O:  1x 5	3        - 3        	1        - 3        	3        - 1
B0265 O:  1x 5	2        - 1        	2        - 2        	4        - 4
B0266 O:  1x 5	2        - 3        	4        - 4        	2        - 2
B0267 O:  1x 5	3        - 3        	3        - 1        	3        - 1
B0268 O:  1x 5	2        - 3        	2        - 2        	3        - 2
B0269 O:  1x 5	3        - 2        	3        - 1        	3        - 3
B0270 O:  1x 5	1        - 3        	3        - 3        	4        - 4
B0271 O:  1x 5	2        - 2        	2        - 3        	2        - 1
B0272 O:  1x 5	2        - 2        	4        - 3        	3        - 3
B0273 O:  1x 5	3        - 1        	2        - 2        	2        - 2
B0274 O:  1x 5	3        - 3        	2        - 2        	3        - 5
B0275 O:  1x 5	2        - 2        	3        - 3        	3        - 5
B0276 O:  1x 5	1        - 2        	4        - 4        	3        - 3
B0277 O:  1x 5	3        - 1        	3        - 3        	3        - 1
B0278 O:  1x 5	4        - 2        	3        - 3        	2        - 1
B0279 O:  1x 5	3        - 2        	2        - 3        	3        - 3
B0280 O:  1x 5	4        - 2        	2        - 2        	4        - 4
B0281 O:  1x 5	1        - 3        	2        - 3        	3        - 3
B0282 O:  1x 5	2        - 2        	3        - 2        	3        - 1
B0283 O:  1x 5	2        - 2        	3        - 2        	4        - 2
B0284 O:  1x 4	4        - 2        	1        - 2        	3        - 3
B0285 O:  1x 4	4        - 1        	3        - 3        	4        - 2
B0286 O:  1x 4	3        - 3        	2        - 1        	3        - 1
B0287 O:  1x 4	1        - 3        	3        - 3        	3        - 1
B0288 O:  1x 4	4        - 2        	3        - 3        	3        - 2
B0289 O:  1x 4	2        - 3        	3        - 3        	3        - 1
B0290 O:  1x 4	3        - 1        	3        - 3        	2        - 1
B0291 O:  1x 4	3        - 3        	1        - 2        	2        - 1
B0292 O:  1x 4	4        - 4        	3        - 3        	2        - 3
B0293 O:  1x 4	1        - 4        	3        - 3        	3        - 3
B0294 O:  1x 4	2        - 4        	3        - 2        	3        - 3
B0295 O:  1x 4	1        - 2        	3        - 2        	3        - 3
B0296 O:  1x 4	5        - 3        	3        - 3        	2        - 2
B0297 O:  1x 4	3        - 3        	3        - 1        	2        - 1
B0298 O:  1x 4	3        - 3        	1        - 2        	3        - 1
B0299 O:  1x 4	1        - 4        	3        - 3        	2        - 2
B0300 O:  1x 4	2        - 3        	3        - 3        	2        - 1
B0301 O:  1x 4	3        - 2        	3        - 3        	4        - 1
B0302 O:  1x 4	2        - 4        	3        - 3        	4        - 4
B0303 O:  1x 4	2        - 3        	3        - 3        	4        - 2
B0304 O:  1x 4	3        - 1        	2        - 1        	3        - 3
B0305 O:  1x 4	3        - 3        	2        - 2        	1        - 3
B0306 O:  1x 4	4        - 1        	3        - 3        	3        - 1
B0307 O:  1x 4	2        - 2        	1        - 4        	3        - 3
B0308 O:  1x 4	2        - 3        	1        - 2        	3        - 3
B0309 O:  1x 4	1        - 3        	3        - 2        	3        - 3
B0310 O:  1x 4	2        - 3        	2        - 1        	3        - 3
B0311 O:  1x 4	4        - 4        	3        - 3        	1        - 2
B0312 O:  1x 4	3        - 3        	1        - 3        	4        - 4
B0313 O:  1x 4	3        - 1        	2        - 2        	4        - 4
B0314 O:  1x 4	4        - 3        	3        - 3        	4        - 4
B0315 O:  1x 4	3        - 2        	2        - 2        	3        - 1
B0316 O:  1x 4	2        - 2        	2        - 2        	5        - 2
B0317 O:  1x 4	3        - 3        	4        - 1        	3        - 2
B0318 O:  1x 4	2        - 1        	2        - 4        	3        - 3
B0319 O:  1x 4	5        - 3        	2        - 2        	3        - 3
B0320 O:  1x 4	2        - 2        	3        - 3        	5        - 3
B0321 O:  1x 4	3        - 3        	2        - 3        	4        - 3
B0322 O:  1x 4	3        - 3        	2        - 1        	4        - 2
B0323 O:  1x 4	3        - 3        	4        - 4        	1        - 2
B0324 O:  1x 4	2        - 1        	2        - 1        	3        - 3
B0325 O:  1x 4	2        - 2        	2        - 4        	4        - 4
B0326 O:  1x 4	4        - 2        	2        - 1        	3        - 3
B0327 O:  1x 4	3        - 1        	1        - 2        	3        - 3
B0328 O:  1x 4	4        - 4        	2        - 1        	2        - 2
B0329 O:  1x 4	2        - 2        	2        - 5        	2        - 2
B0330 O:  1x 4	4        - 4        	4        - 2        	2        - 2
B0331 O:  1x 4	2        - 2        	4        - 2        	4        - 4
B0332 O:  1x 4	3        - 3        	3        - 0        	3        - 3
B0333 O:  1x 4	2        - 2        	1        - 4        	2        - 2
B0334 O:  1x 4	3        - 2        	2        - 2        	4        - 2
B0335 O:  1x 4	3        - 3        	4        - 4        	1        - 3
B0336 O:  1x 4	2        - 1        	1        - 3        	3        - 3
B0337 O:  1x 4	2        - 2        	2        - 4        	3        - 2
B0338 O:  1x 4	2        - 2        	0        - 3        	3        - 3
B0339 O:  1x 4	2        - 1        	3        - 1        	3        - 3
B0340 O:  1x 4	4        - 4        	4        - 4        	3        - 2
B0341 O:  1x 4	3        - 3        	1        - 2        	4        - 4
B0342 O:  1x 4	1        - 2        	4        - 4        	2        - 2
B0343 O:  1x 4	4        - 4        	2        - 4        	2        - 2
B0344 O:  1x 4	4        - 4        	3        - 3        	4        - 1
B0345 O:  1x 4	2        - 2        	3        - 2        	2        - 1
B0346 O:  1x 4	2        - 2        	3        - 3        	2        - 5
B0347 O:  1x 4	2        - 2        	3        - 1        	3        - 2
B0348 O:  1x 4	2        - 2        	1        - 3        	3        - 2
B0349 O:  1x 4	3        - 3        	4        - 4        	2        - 3
B0350 O:  1x 4	3        - 2        	2        - 2        	2        - 1
B0351 O:  1x 4	4        - 4        	3        - 3        	1        - 3
B0352 O:  1x 4	2        - 1        	4        - 2        	3        - 3
B0353 O:  1x 4	4        - 4        	1        - 2        	2        - 2
B0354 O:  1x 4	2        - 3        	1        - 3        	3        - 3
B0355 O:  1x 4	2        - 2        	4        - 4        	3        - 1
B0356 O:  1x 4	2        - 3        	2        - 4        	3        - 3
B0357 O:  1x 4	3        - 3        	1        - 3        	4        - 2
B0358 O:  1x 4	4        - 0        	3        - 3        	3        - 3
B0359 O:  1x 4	2        - 2        	4        - 2        	3        - 2
B0360 O:  1x 4	3        - 3        	1        - 3        	2        - 1
B0361 O:  1x 4	4        - 4        	3        - 3        	4        - 3
B0362 O:  1x 4	4        - 2        	3        - 3        	4        - 1
B0363 O:  1x 4	3        - 3        	1        - 4        	3        - 2
B0364 O:  1x 4	4        - 3        	4        - 4        	3        - 3
B0365 O:  1x 4	2        - 1        	2        - 2        	4        - 2
B0366 O:  1x 4	1        - 2        	3        - 3        	4        - 2
B0367 O:  1x 4	3        - 3        	3        - 2        	4        - 3
B0368 O:  1x 4	4        - 1        	2        - 2        	4        - 4
B0369 O:  1x 4	2        - 3        	2        - 2        	4        - 4
B0370 O:  1x 4	6        - 3        	3        - 3        	3        - 3
B0371 O:  1x 4	2        - 2        	2        - 2        	1        - 4
B0372 O:  1x 4	4        - 1        	1        - 2        	3        - 3
B0373 O:  1x 4	4        - 4        	2        - 2        	2        - 1
B0374 O:  1x 4	3        - 3        	4        - 2        	3        - 1
B0375 O:  1x 4	2        - 1        	2        - 2        	3        - 1
B0376 O:  1x 4	2        - 3        	4        - 2        	3        - 3
B0377 O:  1x 4	2        - 2        	2        - 1        	2        - 1
B0378 O:  1x 4	2        - 2        	1        - 3        	4        - 4
B0379 O:  1x 4	4        - 2        	1        - 3        	3        - 3
B0380 O:  1x 4	2        - 3        	3        - 1        	3        - 3
B0381 O:  1x 4	4        - 4        	1        - 3        	3        - 3
B0382 O:  1x 4	1        - 3        	4        - 4        	2        - 2
B0383 O:  1x 4	3        - 3        	2        - 1        	4        - 1
B0384 O:  1x 4	3        - 3        	2        - 4        	2        - 1
B0385 O:  1x 4	3        - 3        	3        - 1        	4        - 4
B0386 O:  1x 4	4        - 4        	3        - 1        	3        - 3
B0387 O:  1x 4	4        - 4        	4        - 1        	3        - 3
B0388 O:  1x 4	3        - 0        	2        - 2        	2        - 2
B0389 O:  1x 4	2        - 4        	4        - 4        	2        - 2
B0390 O:  1x 4	2        - 2        	2        - 2        	5        - 3
B0391 O:  1x 4	3        - 2        	1        - 2        	2        - 2
B0392 O:  1x 4	1        - 3        	3        - 3        	3        - 2
B0393 O:  1x 4	3        - 3        	4        - 2        	2        - 1
B0394 O:  1x 4	4        - 4        	2        - 3        	3        - 2
B0395 O:  1x 4	4        - 1        	2        - 1        	3        - 3
B0396 O:  1x 4	3        - 3        	2        - 2        	2        - 4
B0397 O:  1x 4	3        - 2        	3        - 3        	4        - 3
B0398 O:  1x 4	2        - 2        	3        - 5        	2        - 2
B0399 O:  1x 4	3        - 5        	2        - 2        	3        - 3
B0400 O:  1x 4	2        - 1        	2        - 2        	2        - 1
B0401 O:  1x 4	2        - 2        	3        - 4        	2        - 2
B0402 O:  1x 4	4        - 4        	3        - 3        	3        - 1
B0403 O:  1x 4	2        - 2        	2        - 1        	3        - 1
B0404 O:  1x 4	3        - 3        	4        - 4        	3        - 1
B0405 O:  1x 4	3        - 3        	3        - 1        	4        - 2
B0406 O:  1x 4	2        - 2        	4        - 4        	4        - 1
B0407 O:  1x 4	3        - 3        	4        - 3        	2        - 2
B0408 O:  1x 4	3        - 3        	4        - 4        	4        - 3
B0409 O:  1x 4	2        - 4        	3        - 3        	4        - 2
B0410 O:  1x 4	2        - 1        	2        - 1        	2        - 2
B0411 O:  1x 4	2        - 1        	2        - 3        	2        - 2
B0412 O:  1x 4	2        - 0        	3        - 3        	3        - 3
B0413 O:  1x 4	3        - 3        	3        - 2        	4        - 1
B0414 O:  1x 4	5        - 2        	3        - 3        	4        - 4
B0415 O:  1x 4	3        - 3        	4        - 4        	1        - 4
B0416 O:  1x 4	4        - 4        	3        - 3        	1        - 4
B0417 O:  1x 4	3        - 2        	2        - 2        	3        - 2
B0418 O:  1x 4	3        - 3        	2        - 4        	3        - 1
B0419 O:  1x 4	3        - 3        	4        - 2        	4        - 2
B0420 O:  1x 4	3        - 3        	2        - 2        	2        - 5
B0421 O:  1x 4	2        - 2        	3        - 1        	4        - 4
B0422 O:  1x 4	4        - 4        	3        - 1        	2        - 2
B0423 O:  1x 4	3        - 3        	3        - 4        	4        - 4
B0424 O:  1x 4	1        - 2        	2        - 2        	4        - 4
B0425 O:  1x 4	1        - 3        	2        - 2        	4        - 4
B0426 O:  1x 4	4        - 4        	3        - 3        	2        - 4
B0427 O:  1x 4	1        - 3        	1        - 3        	3        - 3
B0428 O:  1x 4	2        - 4        	2        - 2        	3        - 2
B0429 O:  1x 4	3        - 1        	3        - 3        	4        - 1
B0430 O:  1x 4	1        - 2        	2        - 2        	3        - 2
B0431 O:  1x 4	2        - 2        	5        - 2        	2        - 2
B0432 O:  1x 4	1        - 3        	2        - 2        	3        - 2
B0433 O:  1x 4	1        - 3        	3        - 1        	3        - 3
B0434 O:  1x 4	1        - 2        	3        - 2        	2        - 2
B0435 O:  1x 4	4        - 3        	3        - 3        	4        - 2
B0436 O:  1x 4	4        - 2        	2        - 2        	3        - 1
B0437 O:  1x 4	5        - 2        	3        - 3        	2        - 2
B0438 O:  1x 4	5        - 1        	3        - 3        	3        - 3
